"Activity" "Subject" "Feature" "Mean value"
"WALKING_DOWNSTAIRS" 9 "fBodyAccJerk std Z" -0.514127107771739
"WALKING_DOWNSTAIRS" 9 "fBodyAccMag mean" -0.102207766804348
"WALKING_DOWNSTAIRS" 9 "fBodyAccMag meanFreq" -0.0651918178478261
"WALKING_DOWNSTAIRS" 9 "fBodyAccMag std" -0.281541163958696
"WALKING_DOWNSTAIRS" 9 "fBodyBodyAccJerkMag mean" -0.211504583195652
"WALKING_DOWNSTAIRS" 9 "fBodyBodyAccJerkMag meanFreq" 0.007714281535
"WALKING_DOWNSTAIRS" 9 "fBodyBodyAccJerkMag std" -0.274246274021739
"WALKING_DOWNSTAIRS" 9 "fBodyBodyGyroJerkMag mean" -0.464435628869565
"WALKING_DOWNSTAIRS" 9 "fBodyBodyGyroJerkMag meanFreq" 0.0430744505934783
"WALKING_DOWNSTAIRS" 9 "fBodyBodyGyroJerkMag std" -0.5306561635
"WALKING_DOWNSTAIRS" 9 "fBodyBodyGyroMag mean" -0.31213615786087
"WALKING_DOWNSTAIRS" 9 "fBodyBodyGyroMag meanFreq" 0.0134978199956522
"WALKING_DOWNSTAIRS" 9 "fBodyBodyGyroMag std" -0.404374229871739
"WALKING_DOWNSTAIRS" 9 "fBodyGyro mean X" -0.238769318282609
"WALKING_DOWNSTAIRS" 9 "fBodyGyro mean Y" -0.322918954065217
"WALKING_DOWNSTAIRS" 9 "fBodyGyro mean Z" -0.307431868043478
"WALKING_DOWNSTAIRS" 9 "fBodyGyro meanFreq X" -0.141413026652174
"WALKING_DOWNSTAIRS" 9 "fBodyGyro meanFreq Y" -0.27128041076087
"WALKING_DOWNSTAIRS" 9 "fBodyGyro meanFreq Z" -0.170430058102174
"WALKING_DOWNSTAIRS" 9 "fBodyGyro std X" -0.412256062391304
"WALKING_DOWNSTAIRS" 9 "fBodyGyro std Y" -0.297484693978261
"WALKING_DOWNSTAIRS" 9 "fBodyGyro std Z" -0.405537108304348
"WALKING_DOWNSTAIRS" 9 "tBodyAcc mean X" 0.286759223956522
"WALKING_DOWNSTAIRS" 9 "tBodyAcc mean Y" -0.0205795780776087
"WALKING_DOWNSTAIRS" 9 "tBodyAcc mean Z" -0.104251352478261
"WALKING_DOWNSTAIRS" 9 "tBodyAcc std X" -0.183318866891304
"WALKING_DOWNSTAIRS" 9 "tBodyAcc std Y" -0.0797047091878261
"WALKING_DOWNSTAIRS" 9 "tBodyAcc std Z" -0.195806585652174
"WALKING_DOWNSTAIRS" 9 "tBodyAccJerk mean X" 0.0772384675543478
"WALKING_DOWNSTAIRS" 9 "tBodyAccJerk mean Y" 0.0105175654065217
"WALKING_DOWNSTAIRS" 9 "tBodyAccJerk mean Z" -0.00246177665
"WALKING_DOWNSTAIRS" 9 "tBodyAccJerk std X" -0.282609432956522
"WALKING_DOWNSTAIRS" 9 "tBodyAccJerk std Y" -0.298722595897826
"WALKING_DOWNSTAIRS" 9 "tBodyAccJerk std Z" -0.454327058919565
"WALKING_DOWNSTAIRS" 9 "tBodyAccJerkMag mean" -0.305491511934783
"WALKING_DOWNSTAIRS" 9 "tBodyAccJerkMag std" -0.235927164173913
"WALKING_DOWNSTAIRS" 9 "tBodyAccMag mean" -0.117927903941304
"WALKING_DOWNSTAIRS" 9 "tBodyAccMag std" -0.128416256065217
"WALKING_DOWNSTAIRS" 9 "tBodyGyro mean X" -0.0266156896413043
"WALKING_DOWNSTAIRS" 9 "tBodyGyro mean Y" -0.0887828674521739
"WALKING_DOWNSTAIRS" 9 "tBodyGyro mean Z" 0.092049763826087
"WALKING_DOWNSTAIRS" 9 "tBodyGyro std X" -0.368363169782609
"WALKING_DOWNSTAIRS" 9 "tBodyGyro std Y" -0.297784763543478
"WALKING_DOWNSTAIRS" 9 "tBodyGyro std Z" -0.334635675043478
"WALKING_DOWNSTAIRS" 9 "tBodyGyroJerk mean X" -0.129850015225652
"WALKING_DOWNSTAIRS" 9 "tBodyGyroJerk mean Y" -0.0335122671413043
"WALKING_DOWNSTAIRS" 9 "tBodyGyroJerk mean Z" -0.062204853608913
"WALKING_DOWNSTAIRS" 9 "tBodyGyroJerk std X" -0.427983239782609
"WALKING_DOWNSTAIRS" 9 "tBodyGyroJerk std Y" -0.506554229934783
"WALKING_DOWNSTAIRS" 9 "tBodyGyroJerk std Z" -0.542556777608696
"WALKING_DOWNSTAIRS" 9 "tBodyGyroJerkMag mean" -0.472678410565217
"WALKING_DOWNSTAIRS" 9 "tBodyGyroJerkMag std" -0.476007704586957
"WALKING_DOWNSTAIRS" 9 "tBodyGyroMag mean" -0.155852978034783
"WALKING_DOWNSTAIRS" 9 "tBodyGyroMag std" -0.285866373447826
"WALKING_DOWNSTAIRS" 9 "tGravityAcc mean X" 0.905229155869565
"WALKING_DOWNSTAIRS" 9 "tGravityAcc mean Y" -0.0783233515
"WALKING_DOWNSTAIRS" 9 "tGravityAcc mean Z" 0.145332028695652
"WALKING_DOWNSTAIRS" 9 "tGravityAcc std X" -0.960047336086956
"WALKING_DOWNSTAIRS" 9 "tGravityAcc std Y" -0.940825365434783
"WALKING_DOWNSTAIRS" 9 "tGravityAcc std Z" -0.923852665652174
"WALKING_DOWNSTAIRS" 9 "tGravityAccMag mean" -0.117927903941304
"WALKING_DOWNSTAIRS" 9 "tGravityAccMag std" -0.128416256065217
"WALKING_DOWNSTAIRS" 10 "angle tBodyAccJerkMean gravityMean" -0.174104995714286
"WALKING_DOWNSTAIRS" 10 "angle tBodyAccMean gravity" -0.116424252642857
"WALKING_DOWNSTAIRS" 10 "angle tBodyGyroJerkMean gravityMean" 0.00835556285714285
"WALKING_DOWNSTAIRS" 10 "angle tBodyGyroMean gravityMean" -0.0261806971428571
"WALKING_DOWNSTAIRS" 10 "angle X gravityMean" -0.884805865357143
"WALKING_DOWNSTAIRS" 10 "angle Y gravityMean" 0.141412650714286
"WALKING_DOWNSTAIRS" 10 "angle Z gravityMean" -0.0515721404285714
"WALKING_DOWNSTAIRS" 10 "fBodyAcc mean X" -0.340520417857143
"WALKING_DOWNSTAIRS" 10 "fBodyAcc mean Y" -0.137944028107143
"WALKING_DOWNSTAIRS" 10 "fBodyAcc mean Z" -0.564385434285714
"WALKING_DOWNSTAIRS" 10 "fBodyAcc meanFreq X" -0.557963446785714
"WALKING_DOWNSTAIRS" 10 "fBodyAcc meanFreq Y" -0.21498935175
"WALKING_DOWNSTAIRS" 10 "fBodyAcc meanFreq Z" -0.103792414678571
"WALKING_DOWNSTAIRS" 10 "fBodyAcc std X" -0.1600188204
"WALKING_DOWNSTAIRS" 10 "fBodyAcc std Y" -0.080429767575
"WALKING_DOWNSTAIRS" 10 "fBodyAcc std Z" -0.449956415
"WALKING_DOWNSTAIRS" 10 "fBodyAccJerk mean X" -0.487892786428571
"WALKING_DOWNSTAIRS" 10 "fBodyAccJerk mean Y" -0.380067552142857
"WALKING_DOWNSTAIRS" 10 "fBodyAccJerk mean Z" -0.676043051428571
"WALKING_DOWNSTAIRS" 10 "fBodyAccJerk meanFreq X" -0.409405592142857
"WALKING_DOWNSTAIRS" 10 "fBodyAccJerk meanFreq Y" -0.5784250975
"WALKING_DOWNSTAIRS" 10 "fBodyAccJerk meanFreq Z" -0.367490806035714
"WALKING_DOWNSTAIRS" 10 "fBodyAccJerk std X" -0.479665253571429
"WALKING_DOWNSTAIRS" 10 "fBodyAccJerk std Y" -0.307548035214286
"WALKING_DOWNSTAIRS" 10 "fBodyAccJerk std Z" -0.717066101785714
"WALKING_DOWNSTAIRS" 10 "fBodyAccMag mean" -0.233782326285714
"WALKING_DOWNSTAIRS" 10 "fBodyAccMag meanFreq" -0.158742248821429
"WALKING_DOWNSTAIRS" 10 "fBodyAccMag std" -0.305587892857143
"WALKING_DOWNSTAIRS" 10 "fBodyBodyAccJerkMag mean" -0.434954052857143
"WALKING_DOWNSTAIRS" 10 "fBodyBodyAccJerkMag meanFreq" -0.0152461776792857
"WALKING_DOWNSTAIRS" 10 "fBodyBodyAccJerkMag std" -0.461963708214286
"WALKING_DOWNSTAIRS" 10 "fBodyBodyGyroJerkMag mean" -0.642043724642857
"WALKING_DOWNSTAIRS" 10 "fBodyBodyGyroJerkMag meanFreq" -0.133817409464286
"WALKING_DOWNSTAIRS" 10 "fBodyBodyGyroJerkMag std" -0.640709578928571
"WALKING_DOWNSTAIRS" 10 "fBodyBodyGyroMag mean" -0.435703336428571
"WALKING_DOWNSTAIRS" 10 "fBodyBodyGyroMag meanFreq" -0.123856326607143
"WALKING_DOWNSTAIRS" 10 "fBodyBodyGyroMag std" -0.372183187607143
"WALKING_DOWNSTAIRS" 10 "fBodyGyro mean X" -0.1472903065
"WALKING_DOWNSTAIRS" 10 "fBodyGyro mean Y" -0.604609980357143
"WALKING_DOWNSTAIRS" 10 "fBodyGyro mean Z" -0.416549110357143
"WALKING_DOWNSTAIRS" 10 "fBodyGyro meanFreq X" -0.315399594464286
"WALKING_DOWNSTAIRS" 10 "fBodyGyro meanFreq Y" -0.4646620475
"WALKING_DOWNSTAIRS" 10 "fBodyGyro meanFreq Z" -0.185519108178571
"WALKING_DOWNSTAIRS" 10 "fBodyGyro std X" -0.229319222464286
"WALKING_DOWNSTAIRS" 10 "fBodyGyro std Y" -0.433643909285714
"WALKING_DOWNSTAIRS" 10 "fBodyGyro std Z" -0.523130193928571
"WALKING_DOWNSTAIRS" 10 "tBodyAcc mean X" 0.296690612857143
"WALKING_DOWNSTAIRS" 10 "tBodyAcc mean Y" -0.0205506051878571
"WALKING_DOWNSTAIRS" 10 "tBodyAcc mean Z" -0.106524619607143
"WALKING_DOWNSTAIRS" 10 "tBodyAcc std X" -0.205881450607143
"WALKING_DOWNSTAIRS" 10 "tBodyAcc std Y" -0.0599912995821429
"WALKING_DOWNSTAIRS" 10 "tBodyAcc std Z" -0.461212666428571
"WALKING_DOWNSTAIRS" 10 "tBodyAccJerk mean X" 0.133531791857143
"WALKING_DOWNSTAIRS" 10 "tBodyAccJerk mean Y" -0.0133344074607143
"WALKING_DOWNSTAIRS" 10 "tBodyAccJerk mean Z" -0.0182561043321429
"WALKING_DOWNSTAIRS" 10 "tBodyAccJerk std X" -0.459928121071429
"WALKING_DOWNSTAIRS" 10 "tBodyAccJerk std Y" -0.323871446428571
"WALKING_DOWNSTAIRS" 10 "tBodyAccJerk std Z" -0.697111563214286
"WALKING_DOWNSTAIRS" 10 "tBodyAccJerkMag mean" -0.461497063214286
"WALKING_DOWNSTAIRS" 10 "tBodyAccJerkMag std" -0.444604410714286
"WALKING_DOWNSTAIRS" 10 "tBodyAccMag mean" -0.173970565642857
"WALKING_DOWNSTAIRS" 10 "tBodyAccMag std" -0.199262079321429
"WALKING_DOWNSTAIRS" 10 "tBodyGyro mean X" 0.0261873826785714
"WALKING_DOWNSTAIRS" 10 "tBodyGyro mean Y" -0.118355851338571
"WALKING_DOWNSTAIRS" 10 "tBodyGyro mean Z" 0.09414049
"WALKING_DOWNSTAIRS" 10 "tBodyGyro std X" -0.204198846642857
"WALKING_DOWNSTAIRS" 10 "tBodyGyro std Y" -0.489283949285714
"WALKING_DOWNSTAIRS" 10 "tBodyGyro std Z" -0.458639919642857
"WALKING_DOWNSTAIRS" 10 "tBodyGyroJerk mean X" -0.113331298742857
"WALKING_DOWNSTAIRS" 10 "tBodyGyroJerk mean Y" -0.0410931850560714
"WALKING_DOWNSTAIRS" 10 "tBodyGyroJerk mean Z" -0.0491398840642857
"WALKING_DOWNSTAIRS" 10 "tBodyGyroJerk std X" -0.355716710357143
"WALKING_DOWNSTAIRS" 10 "tBodyGyroJerk std Y" -0.783926959642857
"WALKING_DOWNSTAIRS" 10 "tBodyGyroJerk std Z" -0.567630066428571
"WALKING_DOWNSTAIRS" 10 "tBodyGyroJerkMag mean" -0.627293201785714
"WALKING_DOWNSTAIRS" 10 "tBodyGyroJerkMag std" -0.629950471071429
"WALKING_DOWNSTAIRS" 10 "tBodyGyroMag mean" -0.151058874103571
"WALKING_DOWNSTAIRS" 10 "tBodyGyroMag std" -0.325158498214286
"WALKING_DOWNSTAIRS" 10 "tGravityAcc mean X" 0.962902198571429
"WALKING_DOWNSTAIRS" 10 "tGravityAcc mean Y" -0.0840033636428571
"WALKING_DOWNSTAIRS" 10 "tGravityAcc mean Z" 0.104639157357143
"WALKING_DOWNSTAIRS" 10 "tGravityAcc std X" -0.965368081785714
"WALKING_DOWNSTAIRS" 10 "tGravityAcc std Y" -0.934612971785714
"WALKING_DOWNSTAIRS" 10 "tGravityAcc std Z" -0.917131001428571
"WALKING_DOWNSTAIRS" 10 "tGravityAccMag mean" -0.173970565642857
"WALKING_DOWNSTAIRS" 10 "tGravityAccMag std" -0.199262079321429
"WALKING_DOWNSTAIRS" 11 "angle tBodyAccJerkMean gravityMean" -0.0321249909363636
"WALKING_DOWNSTAIRS" 11 "angle tBodyAccMean gravity" -0.0270513275454545
"WALKING_DOWNSTAIRS" 11 "angle tBodyGyroJerkMean gravityMean" -0.0583528372090909
"WALKING_DOWNSTAIRS" 11 "angle tBodyGyroMean gravityMean" 0.124796231545455
"WALKING_DOWNSTAIRS" 11 "angle X gravityMean" -0.743605738727273
"WALKING_DOWNSTAIRS" 11 "angle Y gravityMean" 0.238556966545455
"WALKING_DOWNSTAIRS" 11 "angle Z gravityMean" 0.0564579905272727
"WALKING_DOWNSTAIRS" 11 "fBodyAcc mean X" -0.350086793272727
"WALKING_DOWNSTAIRS" 11 "fBodyAcc mean Y" -0.309049613818182
"WALKING_DOWNSTAIRS" 11 "fBodyAcc mean Z" -0.505824358
"WALKING_DOWNSTAIRS" 11 "fBodyAcc meanFreq X" -0.435841503272727
"WALKING_DOWNSTAIRS" 11 "fBodyAcc meanFreq Y" -0.14009430376
"WALKING_DOWNSTAIRS" 11 "fBodyAcc meanFreq Z" -0.0976588500545455
"WALKING_DOWNSTAIRS" 11 "fBodyAcc std X" -0.285535871636364
"WALKING_DOWNSTAIRS" 11 "fBodyAcc std Y" -0.273798158
"WALKING_DOWNSTAIRS" 11 "fBodyAcc std Z" -0.418258649818182
"WALKING_DOWNSTAIRS" 11 "fBodyAccJerk mean X" -0.412728286727273
"WALKING_DOWNSTAIRS" 11 "fBodyAccJerk mean Y" -0.465982666363636
"WALKING_DOWNSTAIRS" 11 "fBodyAccJerk mean Z" -0.622135895090909
"WALKING_DOWNSTAIRS" 11 "fBodyAccJerk meanFreq X" -0.334193776218182
"WALKING_DOWNSTAIRS" 11 "fBodyAccJerk meanFreq Y" -0.430209134836364
"WALKING_DOWNSTAIRS" 11 "fBodyAccJerk meanFreq Z" -0.313077962145455
"WALKING_DOWNSTAIRS" 11 "fBodyAccJerk std X" -0.416050500909091
"WALKING_DOWNSTAIRS" 11 "fBodyAccJerk std Y" -0.464546054727273
"WALKING_DOWNSTAIRS" 11 "fBodyAccJerk std Z" -0.678751080363636
"WALKING_DOWNSTAIRS" 11 "fBodyAccMag mean" -0.241973534781818
"WALKING_DOWNSTAIRS" 11 "fBodyAccMag meanFreq" -0.0768405979909091
"WALKING_DOWNSTAIRS" 11 "fBodyAccMag std" -0.344299434181818
"WALKING_DOWNSTAIRS" 11 "fBodyBodyAccJerkMag mean" -0.3833987134
"WALKING_DOWNSTAIRS" 11 "fBodyBodyAccJerkMag meanFreq" 0.00593003606623636
"WALKING_DOWNSTAIRS" 11 "fBodyBodyAccJerkMag std" -0.386565072363636
"WALKING_DOWNSTAIRS" 11 "fBodyBodyGyroJerkMag mean" -0.744236045090909
"WALKING_DOWNSTAIRS" 11 "fBodyBodyGyroJerkMag meanFreq" 0.0717609181272727
"WALKING_DOWNSTAIRS" 11 "fBodyBodyGyroJerkMag std" -0.763430801654545
"WALKING_DOWNSTAIRS" 11 "fBodyBodyGyroMag mean" -0.604735414363636
"WALKING_DOWNSTAIRS" 11 "fBodyBodyGyroMag meanFreq" -0.159221075909091
"WALKING_DOWNSTAIRS" 11 "fBodyBodyGyroMag std" -0.533844932145455
"WALKING_DOWNSTAIRS" 11 "fBodyGyro mean X" -0.489232274509091
"WALKING_DOWNSTAIRS" 11 "fBodyGyro mean Y" -0.641527595090909
"WALKING_DOWNSTAIRS" 11 "fBodyGyro mean Z" -0.447030699454545
"WALKING_DOWNSTAIRS" 11 "fBodyGyro meanFreq X" -0.300670600338182
"WALKING_DOWNSTAIRS" 11 "fBodyGyro meanFreq Y" -0.235263359818182
"WALKING_DOWNSTAIRS" 11 "fBodyGyro meanFreq Z" -0.211649515774545
"WALKING_DOWNSTAIRS" 11 "fBodyGyro std X" -0.513947089545455
"WALKING_DOWNSTAIRS" 11 "fBodyGyro std Y" -0.607757979272727
"WALKING_DOWNSTAIRS" 11 "fBodyGyro std Z" -0.543996110545454
"WALKING_DOWNSTAIRS" 11 "tBodyAcc mean X" 0.288439468909091
"WALKING_DOWNSTAIRS" 11 "tBodyAcc mean Y" -0.0168666920221818
"WALKING_DOWNSTAIRS" 11 "tBodyAcc mean Z" -0.1033908092
"WALKING_DOWNSTAIRS" 11 "tBodyAcc std X" -0.302634565090909
"WALKING_DOWNSTAIRS" 11 "tBodyAcc std Y" -0.254214045818182
"WALKING_DOWNSTAIRS" 11 "tBodyAcc std Z" -0.418610127454545
"WALKING_DOWNSTAIRS" 11 "tBodyAccJerk mean X" 0.0809044045254545
"WALKING_DOWNSTAIRS" 11 "tBodyAccJerk mean Y" -0.000757069449090909
"WALKING_DOWNSTAIRS" 11 "tBodyAccJerk mean Z" -0.01417699182
"WALKING_DOWNSTAIRS" 11 "tBodyAccJerk std X" -0.387223932363636
"WALKING_DOWNSTAIRS" 11 "tBodyAccJerk std Y" -0.447033872545455
"WALKING_DOWNSTAIRS" 11 "tBodyAccJerk std Z" -0.651246664909091
"WALKING_DOWNSTAIRS" 11 "tBodyAccJerkMag mean" -0.466516044
"WALKING_DOWNSTAIRS" 11 "tBodyAccJerkMag std" -0.3825173332
"WALKING_DOWNSTAIRS" 11 "tBodyAccMag mean" -0.293531973636364
"WALKING_DOWNSTAIRS" 11 "tBodyAccMag std" -0.229934247036364
"WALKING_DOWNSTAIRS" 11 "tBodyGyro mean X" -0.0576548655654545
"WALKING_DOWNSTAIRS" 11 "tBodyGyro mean Y" -0.0636214336761818
"WALKING_DOWNSTAIRS" 11 "tBodyGyro mean Z" 0.0987471683127273
"WALKING_DOWNSTAIRS" 11 "tBodyGyro std X" -0.502473033509091
"WALKING_DOWNSTAIRS" 11 "tBodyGyro std Y" -0.617230786
"WALKING_DOWNSTAIRS" 11 "tBodyGyro std Z" -0.483658260727273
"WALKING_DOWNSTAIRS" 11 "tBodyGyroJerk mean X" -0.0836566573181818
"WALKING_DOWNSTAIRS" 11 "tBodyGyroJerk mean Y" -0.0509120258890909
"WALKING_DOWNSTAIRS" 11 "tBodyGyroJerk mean Z" -0.0570591813909091
"WALKING_DOWNSTAIRS" 11 "tBodyGyroJerk std X" -0.676716181636364
"WALKING_DOWNSTAIRS" 11 "tBodyGyroJerk std Y" -0.752608622181818
"WALKING_DOWNSTAIRS" 11 "tBodyGyroJerk std Z" -0.605655411090909
"WALKING_DOWNSTAIRS" 11 "tBodyGyroJerkMag mean" -0.701663073636364
"WALKING_DOWNSTAIRS" 11 "tBodyGyroJerkMag std" -0.744159518909091
"WALKING_DOWNSTAIRS" 11 "tBodyGyroMag mean" -0.381022814727273
"WALKING_DOWNSTAIRS" 11 "tBodyGyroMag std" -0.507995478327273
"WALKING_DOWNSTAIRS" 11 "tGravityAcc mean X" 0.932277478363636
"WALKING_DOWNSTAIRS" 11 "tGravityAcc mean Y" -0.225809125454545
"WALKING_DOWNSTAIRS" 11 "tGravityAcc mean Z" -0.0493636733454545
"WALKING_DOWNSTAIRS" 11 "tGravityAcc std X" -0.960404874545455
"WALKING_DOWNSTAIRS" 11 "tGravityAcc std Y" -0.932962218181818
"WALKING_DOWNSTAIRS" 11 "tGravityAcc std Z" -0.921661749636364
"WALKING_DOWNSTAIRS" 11 "tGravityAccMag mean" -0.293531973636364
"WALKING_DOWNSTAIRS" 11 "tGravityAccMag std" -0.229934247036364
"WALKING_DOWNSTAIRS" 12 "angle tBodyAccJerkMean gravityMean" -0.0461740932
"WALKING_DOWNSTAIRS" 12 "angle tBodyAccMean gravity" 0.076784770398
"WALKING_DOWNSTAIRS" 12 "angle tBodyGyroJerkMean gravityMean" 0.0299250040002
"WALKING_DOWNSTAIRS" 12 "angle tBodyGyroMean gravityMean" 0.0329273354
"WALKING_DOWNSTAIRS" 12 "angle X gravityMean" -0.8435735374
"WALKING_DOWNSTAIRS" 12 "angle Y gravityMean" 0.1388694382
"WALKING_DOWNSTAIRS" 12 "angle Z gravityMean" -0.0868762146
"WALKING_DOWNSTAIRS" 12 "fBodyAcc mean X" 0.022800096142
"WALKING_DOWNSTAIRS" 12 "fBodyAcc mean Y" -0.006237000044
"WALKING_DOWNSTAIRS" 12 "fBodyAcc mean Z" -0.2796400557
"WALKING_DOWNSTAIRS" 12 "fBodyAcc meanFreq X" -0.5514383554
"WALKING_DOWNSTAIRS" 12 "fBodyAcc meanFreq Y" 0.0044402193
"WALKING_DOWNSTAIRS" 12 "fBodyAcc meanFreq Z" 0.1399744981
"WALKING_DOWNSTAIRS" 12 "fBodyAcc std X" 0.22678384386
"WALKING_DOWNSTAIRS" 12 "fBodyAcc std Y" -0.078283777824
"WALKING_DOWNSTAIRS" 12 "fBodyAcc std Z" -0.3466485178
"WALKING_DOWNSTAIRS" 12 "fBodyAccJerk mean X" -0.201368098258
"WALKING_DOWNSTAIRS" 12 "fBodyAccJerk mean Y" -0.165552378156
"WALKING_DOWNSTAIRS" 12 "fBodyAccJerk mean Z" -0.3601146078
"WALKING_DOWNSTAIRS" 12 "fBodyAccJerk meanFreq X" -0.5212878612
"WALKING_DOWNSTAIRS" 12 "fBodyAccJerk meanFreq Y" -0.4566796268
"WALKING_DOWNSTAIRS" 12 "fBodyAccJerk meanFreq Z" -0.3450157917
"WALKING_DOWNSTAIRS" 12 "fBodyAccJerk std X" -0.130825898392
"WALKING_DOWNSTAIRS" 12 "fBodyAccJerk std Y" -0.061537065488
"WALKING_DOWNSTAIRS" 12 "fBodyAccJerk std Z" -0.3967016908
"WALKING_DOWNSTAIRS" 12 "fBodyAccMag mean" 0.075101684668
"WALKING_DOWNSTAIRS" 12 "fBodyAccMag meanFreq" -0.152993475556
"WALKING_DOWNSTAIRS" 12 "fBodyAccMag std" 0.005749436614
"WALKING_DOWNSTAIRS" 12 "fBodyBodyAccJerkMag mean" -0.15317202912
"WALKING_DOWNSTAIRS" 12 "fBodyBodyAccJerkMag meanFreq" -0.084571896612
"WALKING_DOWNSTAIRS" 12 "fBodyBodyAccJerkMag std" -0.067941075972
"WALKING_DOWNSTAIRS" 12 "fBodyBodyGyroJerkMag mean" -0.4722007526
"WALKING_DOWNSTAIRS" 12 "fBodyBodyGyroJerkMag meanFreq" -0.00434100877638
"WALKING_DOWNSTAIRS" 12 "fBodyBodyGyroJerkMag std" -0.4894973794
"WALKING_DOWNSTAIRS" 12 "fBodyBodyGyroMag mean" -0.3345099466
"WALKING_DOWNSTAIRS" 12 "fBodyBodyGyroMag meanFreq" 0.00599108142158
"WALKING_DOWNSTAIRS" 12 "fBodyBodyGyroMag std" -0.39299065312
"WALKING_DOWNSTAIRS" 12 "fBodyGyro mean X" -0.12591815458
"WALKING_DOWNSTAIRS" 12 "fBodyGyro mean Y" -0.44312621
"WALKING_DOWNSTAIRS" 12 "fBodyGyro mean Z" -0.22138882542
"WALKING_DOWNSTAIRS" 12 "fBodyGyro meanFreq X" -0.10932502666
"WALKING_DOWNSTAIRS" 12 "fBodyGyro meanFreq Y" 0.042572962348
"WALKING_DOWNSTAIRS" 12 "fBodyGyro meanFreq Z" -0.01372893002
"WALKING_DOWNSTAIRS" 12 "fBodyGyro std X" -0.3981998635
"WALKING_DOWNSTAIRS" 12 "fBodyGyro std Y" -0.4975063388
"WALKING_DOWNSTAIRS" 12 "fBodyGyro std Z" -0.434482187
"WALKING_DOWNSTAIRS" 12 "tBodyAcc mean X" 0.2792845828
"WALKING_DOWNSTAIRS" 12 "tBodyAcc mean Y" -0.01262580966778
"WALKING_DOWNSTAIRS" 12 "tBodyAcc mean Z" -0.1064396194
"WALKING_DOWNSTAIRS" 12 "tBodyAcc std X" 0.17395384962
"WALKING_DOWNSTAIRS" 12 "tBodyAcc std Y" -0.011629910112
"WALKING_DOWNSTAIRS" 12 "tBodyAcc std Z" -0.284807676
"WALKING_DOWNSTAIRS" 12 "tBodyAccJerk mean X" 0.111470787918
"WALKING_DOWNSTAIRS" 12 "tBodyAccJerk mean Y" -0.007131601642
"WALKING_DOWNSTAIRS" 12 "tBodyAccJerk mean Z" -0.01189114264
"WALKING_DOWNSTAIRS" 12 "tBodyAccJerk std X" -0.128111641206
"WALKING_DOWNSTAIRS" 12 "tBodyAccJerk std Y" -0.08640490273602
"WALKING_DOWNSTAIRS" 12 "tBodyAccJerk std Z" -0.3793359516
"WALKING_DOWNSTAIRS" 12 "tBodyAccJerkMag mean" -0.1488562664
"WALKING_DOWNSTAIRS" 12 "tBodyAccJerkMag std" -0.111303956316
"WALKING_DOWNSTAIRS" 12 "tBodyAccMag mean" 0.114379383742
"WALKING_DOWNSTAIRS" 12 "tBodyAccMag std" 0.14700167906
"WALKING_DOWNSTAIRS" 12 "tBodyGyro mean X" -0.010752208236
"WALKING_DOWNSTAIRS" 12 "tBodyGyro mean Y" -0.1003822042168
"WALKING_DOWNSTAIRS" 12 "tBodyGyro mean Z" 0.082221399603
"WALKING_DOWNSTAIRS" 12 "tBodyGyro std X" -0.33131291446
"WALKING_DOWNSTAIRS" 12 "tBodyGyro std Y" -0.4734080504
"WALKING_DOWNSTAIRS" 12 "tBodyGyro std Z" -0.3320502392
"WALKING_DOWNSTAIRS" 12 "tBodyGyroJerk mean X" -0.0992465275036
"WALKING_DOWNSTAIRS" 12 "tBodyGyroJerk mean Y" -0.037268109685
"WALKING_DOWNSTAIRS" 12 "tBodyGyroJerk mean Z" -0.05105874094
"WALKING_DOWNSTAIRS" 12 "tBodyGyroJerk std X" -0.170842676616
"WALKING_DOWNSTAIRS" 12 "tBodyGyroJerk std Y" -0.5471984382
"WALKING_DOWNSTAIRS" 12 "tBodyGyroJerk std Z" -0.3589516378
"WALKING_DOWNSTAIRS" 12 "tBodyGyroJerkMag mean" -0.4187798104
"WALKING_DOWNSTAIRS" 12 "tBodyGyroJerkMag std" -0.463140795
"WALKING_DOWNSTAIRS" 12 "tBodyGyroMag mean" -0.23531462282
"WALKING_DOWNSTAIRS" 12 "tBodyGyroMag std" -0.296158291686
"WALKING_DOWNSTAIRS" 12 "tGravityAcc mean X" 0.9467972718
"WALKING_DOWNSTAIRS" 12 "tGravityAcc mean Y" -0.0799003729
"WALKING_DOWNSTAIRS" 12 "tGravityAcc mean Z" 0.1539063202
"WALKING_DOWNSTAIRS" 12 "tGravityAcc std X" -0.9627219918
"WALKING_DOWNSTAIRS" 12 "tGravityAcc std Y" -0.9354258554
"WALKING_DOWNSTAIRS" 12 "tGravityAcc std Z" -0.9330817682
"WALKING_DOWNSTAIRS" 12 "tGravityAccMag mean" 0.114379383742
"WALKING_DOWNSTAIRS" 12 "tGravityAccMag std" 0.14700167906
"WALKING_DOWNSTAIRS" 13 "angle tBodyAccJerkMean gravityMean" 0.000934885772727272
"WALKING_DOWNSTAIRS" 13 "angle tBodyAccMean gravity" -0.109720268022727
"WALKING_DOWNSTAIRS" 13 "angle tBodyGyroJerkMean gravityMean" -0.165675378727273
"WALKING_DOWNSTAIRS" 13 "angle tBodyGyroMean gravityMean" 0.322535211136364
"WALKING_DOWNSTAIRS" 13 "angle X gravityMean" -0.776271949318182
